id,kampong,mukim,district,gender,age,education,q_fbspeed,q_fbqual,q_mbqual,q_fbexpend,q_fbusage,q_limiting
1902,Kg. Tanah Jambu,Mukim Mentiri,Brunei-Muara,Female,40,Bachelor Degree,203,Poor,Fair,56,180,I wish there were better cell signal options here so I could regularly get online from home without having to drive for hours to find good bars of Wi-Fi.
1903,Pekan Kuala Belait,Mukim Kuala Belait,Belait,Female,32,Bachelor Degree,12,Good,Fair,11,60,I rarely check my email because I'm too scared of falling victim to some fake news scam that'll hack into all my accounts and ruin me financially.
1904,Kg. Mumong B,Mukim Kuala Belait,Belait,Male,52,O Level,866,Good,Very Good,56,300,I rarely sign up for new services because the price of one-time payments just isn't worth it to me.
1905,Kg. Setia B,Mukim Sungai Kebun,Brunei-Muara,Male,51,National Diploma,44,Good,Fair,56,300,I'm stuck at home most days when it's raining because traffic is so bad on the roads I need to get away from for reliable internet.
1906,Kg. Sungai Akar,Mukim Berakas B,Brunei-Muara,Male,53,Bachelor Degree,56,Good,Excellent,36,120,I rarely video chat with family who live abroad because my phone's signal is so spotty and the call quality is terrible most times.
1907,Kg. Junjongan,Mukim Pangkalan Batu,Brunei-Muara,Male,54,Bachelor Degree,52,Very Good,Good,11,100,I don't use public Wi-Fi at all because it's just too hard to know for sure if I'm not getting hacked somehow.
1908,Kg. Bukit Beruang,Mukim Telisai,Tutong,Male,17,Higher National Diploma,50,Fair,Good,56,160,It's really frustrating when trying to get things done online while constantly waiting for videos to buffer due to spotty reception at home.
1909,Kg. Kilanas,Mukim Kilanas,Brunei-Muara,Male,56,O Level,215,Very Good,Fair,56,210,I wouldn't recommend paying extra for internet features I don't even use very often - it feels like a waste of cash to me.
1910,Kg. Sengkurong A,Mukim Sengkurong,Brunei-Muara,Male,32,Higher National Diploma,54,Very Good,Good,56,240,I rarely get on social media because it's really hard to keep my accounts safe from hackers and scammers trying to steal my info.
1911,Pekan Kuala Belait,Mukim Kuala Belait,Belait,Female,55,Lower Secondary,182,Good,Fair,10,100,I only have so much disposable income to spend on internet plans and it just doesn't seem worth it lately.
1912,Kg. Batu Apoi,Mukim Batu Apoi,Temburong,Male,29,Lower Secondary,213,Very Good,Good,56,110,I work remotely often so it's not really an issue at home for me anyway.
1913,Kg. Mentiri,Mukim Mentiri,Brunei-Muara,Male,52,Bachelor Degree,818,Good,Good,56,300,I'm really frustrated with my internet service provider - it's hard when I know how good faster speeds are out of state!
1914,Kg. Panchor Dulit,Mukim Pekan Tutong,Tutong,Male,42,Bachelor Degree,48,Fair,Good,56,120,"It's really frustrating when a simple phone call drops every other minute, it makes me forget everything I was about to say in meetings with clients."
1915,Perumahan Negara Lumut Kawasan 2,Mukim Liang,Belait,Male,27,Lower Secondary,52,Good,Good,56,330,I still use my mobile phone's data instead of this Wi-Fi so why bother signing up for an internet plan I already have another connection.
1916,Perumahan Negara Lambak Kanan Kawasan 3,Mukim Berakas B,Brunei-Muara,Female,30,Bachelor Degree,54,Fair,Very Good,56,240,I don't bother with streaming services because one-time fees are just so steep it makes having a constant internet connection too expensive for me.
1917,Perumahan Negara Lambak Kanan Kawasan 3,Mukim Berakas B,Brunei-Muara,Female,51,National Diploma,1044,Poor,Good,36,340,I'm forced to stream videos and save pictures at really low quality when trying to watch updates from family who live abroad.
1918,Kg. Peninjau,Mukim Sengkurong,Brunei-Muara,Male,41,O Level,56,Excellent,Very Good,56,170,"It's hard to keep using this website due to the huge one-time ""setup fee"" that wipes out most of my budget for other things I'd rather spend money on."
1919,Kg. Beribi,Mukim Gadong B,Brunei-Muara,Male,57,National Certificate,175,Good,Fair,36,230,I've never been able to get any good Wi-Fi in rural areas where I live.
1920,Perumahan Negara Rimba Kawasan 5,Mukim Gadong A,Brunei-Muara,Female,55,Bachelor Degree,762,Very Good,Good,55,60,I keep trying to stream more shows than I thought was possible just because I really love binge-watching new series.
1921,Kg. Perpindahan Mata-Mata,Mukim Gadong B,Brunei-Muara,Male,41,Primary School,10,Very Good,Poor,55,110,I'm really cautious with public Wi-Fi nowadays because it's hard when you're not sure where your data is ending up once you click on something.
1922,Kg. Batang Perhentian,Mukim Pangkalan Batu,Brunei-Muara,Female,44,Lower Secondary,55,Good,Very Good,55,210,I'd rather stream content from my phone rather than paying through the nose for decent internet here.
1923,Kg. Kilanas,Mukim Kilanas,Brunei-Muara,Male,57,O Level,187,Very Good,Very Good,55,110,I wish I could get more speed without breaking the bank.
1924,Kg. Mumong A,Mukim Kuala Belait,Belait,Female,43,O Level,31,Fair,Poor,55,160,I rarely buy anything from websites with those outrageous one-time fees that just add up to be way more than I want to pay upfront.
1925,Kg. Sungai Tanit,Mukim Bangar,Temburong,Male,47,Master Degree,152,Poor,Excellent,55,220,"I'd love a reliable internet connection that loads videos quickly, but having slow speeds here really discourages me from streaming or playing online games."
1926,Kg. Peninjau,Mukim Sengkurong,Brunei-Muara,Female,50,Bachelor Degree,189,Very Good,Very Good,55,250,I struggle to learn new software and websites because I feel like I'm behind everyone else.
1927,Kg. Rimba,Mukim Gadong A,Brunei-Muara,Male,56,National Certificate,54,Very Good,Excellent,-15,190,The websites just don't seem worth visiting when everything feels so outdated and lacks originality.
1928,Kg. Lugu,Mukim Sengkurong,Brunei-Muara,Female,30,O Level,60,Good,Very Good,35,160,I'm hesitant to sign up with new services because it's hard when they just charge you every month and don't seem to add much of anything useful.
1929,Kg. Katok,Mukim Gadong A,Brunei-Muara,Male,42,Master Degree,381,Poor,Very Good,55,320,It's hard when you want to stream movies or video call family who live abroad but my plan just doesn't have enough bandwidth for it.
1930,Kg. Sungai Tilong,Mukim Berakas B,Brunei-Muara,Male,23,National Diploma,56,Good,Poor,55,600,It's frustrating to stream my favorite show when I know I'll be out of data by the end of the month.
1931,Kg. Kiudang,Mukim Kiudang,Tutong,Male,21,Bachelor Degree,60,Excellent,Very Good,55,140,I've tried to get every major website on my old 4g phone but nothing works with these new devices.
1932,Kg. Tanjong Panjang,Mukim Tanjong Maya,Tutong,Female,19,A Level,26,Excellent,Very Good,55,140,I just can't afford to pay that much for internet lately.
1933,STKRJ Mata-Mata Kawasan 1,Mukim Gadong B,Brunei-Muara,Female,16,Bachelor Degree,26,Good,Poor,55,120,I'm so frustrated with how the internet just drops when we're streaming something – I end up missing half an episode all the time because it keeps disconnecting.
1934,Kg. Meragang,Mukim Serasa,Brunei-Muara,Female,38,National Certificate,53,Good,Very Good,55,80,I'm careful not to stream too much video or upload large files because my slow internet is so frustratingly restrictive.
1935,Kg. Tanjong Kindana,Mukim Kota Batu,Brunei-Muara,Female,42,National Certificate,560,Very Good,Good,35,50,I rarely use public Wi-Fi for purchases because one-time fees are just too steep on top of everything else.
1936,Kg. Pandan B,Mukim Kuala Belait,Belait,Female,25,Master Degree,50,Fair,Very Good,10,140,Sometimes you'll only get a few bars and it's frustrating when trying to watch a movie or stream videos without losing internet for the whole thing.
1937,Perumahan Negara Rimba Kawasan 3,Mukim Gadong A,Brunei-Muara,Female,40,PhD,56,Fair,Good,55,350,I usually just have my phone to browse stuff at home so having reliable internet wasn't as much of an priority for me.
1938,Kg. Sungai Tali,Mukim Liang,Belait,Male,37,Master Degree,56,Good,Good,55,90,"It's really frustrating when the internet keeps buffering because we have such low data limits on our plans, you can barely even run a video without using up half the month's allowance."
1939,Kg. Mata-Mata,Mukim Gadong B,Brunei-Muara,Female,25,Bachelor Degree,24,Good,Excellent,55,110,I'm really frustrated with the spotty reception at home - it's slow enough that I just give up trying to stream shows or do video calls sometimes.
1940,Kg. Panchor Mentiri,Mukim Mentiri,Brunei-Muara,Male,28,National Diploma,228,Good,Excellent,54,200,It's hard for me to justify spending my entire paycheck on a phone service when all my friends have cheaper options.
1941,Perumahan Negara Lambak Kanan Kawasan 4,Mukim Berakas B,Brunei-Muara,Male,25,Higher National Diploma,226,Very Good,Good,10,120,I usually don't sign up for anything that requires registering or paying upfront because it's just too expensive each month.
1942,Kg. Panaga,Mukim Seria,Belait,Female,34,Primary School,49,Good,Fair,35,110,I hate how some places near me are still stuck on dial-up because it's so frustrating when I try to watch videos or stream shows.
1943,Kg. Batu Ampar,Mukim Pangkalan Batu,Brunei-Muara,Female,35,Bachelor Degree,783,Very Good,Good,54,70,I find most websites too long and cluttered when all I'm looking for is basic information online.
1944,Kg. Bengkurong,Mukim Kilanas,Brunei-Muara,Male,50,Bachelor Degree,53,Good,Fair,54,120,It's really limiting when I'm stuck with no internet at home and have to travel all the way downtown just to get online.
1945,Kg. Kilugus,Mukim Lumapas,Brunei-Muara,Female,38,Higher National Diploma,209,Good,Good,10,60,It's getting really hard for me to sign up for new services when they charge an annual fee plus a huge upfront installment - I just can't justify it on my tight budget.
1946,Kg. Lambak B,Mukim Berakas A,Brunei-Muara,Male,34,National Diploma,58,Very Good,Good,54,210,I almost never use online streaming services because everything is just too expensive and offers so little choice.
1947,Kg. Sungai Gana,Mukim Liang,Belait,Female,58,O Level,50,Good,Good,54,390,I've found better options with a cheaper provider in another area of town that offer similar plans for half the price.
1948,Kg. Panaga,Mukim Seria,Belait,Male,58,O Level,167,Very Good,Very Good,54,160,I rarely check any websites that aren't super reputable because you just never know if they're going to scam you with malware or something.
1949,Kg. Bukit Panggal,Mukim Keriam,Tutong,Male,41,Higher National Diploma,701,Good,Good,10,170,I never stream enough videos to justify the extra costs of better plans.
1950,Kg. Pandan A,Mukim Kuala Belait,Belait,Female,49,A Level,19,Fair,Good,35,130,"It's expensive to get reliable internet at home, so we tend to skip watching our favorite shows on Netflix because we can't afford it."
1951,Kg. Jangsak,Mukim Kilanas,Brunei-Muara,Female,15,PhD,96,Fair,Poor,54,220,It's hard when they can't even offer a free trial before you're locked into paying for it every month.
1952,Kg. Ikas,Mukim Keriam,Tutong,Male,57,Diploma,79,Good,Very Good,54,280,I rarely stream content or browse new sites because it's just not worth breaking the bank every month for decent service.
1953,Perkhemahan Berakas,Mukim Berakas A,Brunei-Muara,Female,31,Bachelor Degree,50,Excellent,Very Good,54,100,I struggle to keep up with the latest technology just because it's all so new to me.
1954,Kg. Peninjau,Mukim Sengkurong,Brunei-Muara,Female,33,Bachelor Degree,48,Very Good,Good,54,190,It's frustrating when you know good deals are available elsewhere because your service can't keep up with those speeds back home.
1955,Kg. Tanah Jambu,Mukim Mentiri,Brunei-Muara,Male,39,Master Degree,291,Good,Fair,54,760,It's really frustrating for me when they want to charge $50 just to get started with some basic streaming service.
1956,Perumahan Negara Mentiri Kawasan B,Mukim Mentiri,Brunei-Muara,Female,50,Bachelor Degree,4,Fair,Good,35,90,It's really frustrating when making personal calls from rural areas - no one got any decent reception where I was traveling last week!
1957,Kg. Lugu,Mukim Sengkurong,Brunei-Muara,Female,40,Diploma,353,Very Good,Good,10,120,I stay off the internet too much because I'm still really scared of accidentally getting infected with something that'll ruin my whole computer.
1958,Kg. Jangsak,Mukim Kilanas,Brunei-Muara,Male,39,O Level,137,Fair,Good,35,50,I rarely use streaming services due to how expensive they are getting and just can't afford them every month.
1959,Kg. Lambak A,Mukim Berakas A,Brunei-Muara,Male,31,O Level,160,Good,Very Good,10,90,"I never bother with websites that require a one-time payment, because those extra fees are always way too expensive for me."
